,ex_name,userId,Reference,SampleA,SampleB,choice_answerTimbre,choice_answerRhythm,choice_answerMelody,choice_answerTotal,choice_time
74,ex202404,user2,set13/0/residuals/X_1959-12.wav,set13/0/residuals/Y_1959-30.wav,set13/0/residuals/C_1903-37.wav,A-,A+,A+,A-,34715
75,ex202404,user2,set13/1/residuals/X_2081-37.wav,set13/1/residuals/A_1899-27.wav,set13/1/residuals/B_1943-14.wav,B-,A-,A-,A-,56553
76,ex202404,user2,samples/dummyX1.wav,samples/dummyX1.wav,samples/dummyB1.wav,A+,A+,A+,A+,26019
77,ex202404,user2,set13/1/drums/X_2081-33.wav,set13/1/drums/Y_2081-36.wav,set13/1/drums/C_1996-26.wav,A+,A-,A+,A+,17892
78,ex202404,user2,set13/0/guitar/X_1959-27.wav,set13/0/guitar/C_1903-31.wav,set13/0/guitar/Y_1959-39.wav,B-,A-,A-,A-,19183
79,ex202404,user2,set13/0/drums/X_1959-17.wav,set13/0/drums/Y_1959-8.wav,set13/0/drums/C_1903-15.wav,A-,A-,A-,A-,15623
80,ex202404,user2,set13/0/drums/X_1959-17.wav,set13/0/drums/A_1931-35.wav,set13/0/drums/B_1897-47.wav,A-,A-,A-,A-,21229
81,ex202404,user2,set13/2/bass/X_2017-23.wav,set13/2/bass/A_1959-26.wav,set13/2/bass/B_1973-35.wav,B-,A-,A-,A-,18058
82,ex202404,user3,set9/2/piano/X_1907-29.wav,set9/2/piano/C_2082-12.wav,set9/2/piano/Y_1907-41.wav,B+,B+,B+,B+,58873
83,ex202404,user3,set9/1/bass/X_1950-6.wav,set9/1/bass/A_1876-41.wav,set9/1/bass/B_2049-28.wav,A+,A+,A+,A+,57515
84,ex202404,user3,set9/3/piano/X_1968-25.wav,set9/3/piano/A_2054-52.wav,set9/3/piano/B_1981-18.wav,NA,A-,NA,A-,147817
85,ex202404,user3,set9/3/residuals/X_1968-35.wav,set9/3/residuals/A_2054-21.wav,set9/3/residuals/B_1981-26.wav,A+,NA,A-,A-,66881
86,ex202404,user3,set9/1/residuals/X_1950-39.wav,set9/1/residuals/C_2079-14.wav,set9/1/residuals/Y_1950-13.wav,B+,B+,B+,B+,47784
87,ex202404,user3,set9/2/guitar/X_1907-23.wav,set9/2/guitar/A_1986-53.wav,set9/2/guitar/B_1952-26.wav,A-,NA,NA,A-,66600
88,ex202404,user3,set9/0/drums/X_1931-44.wav,set9/0/drums/Y_1931-35.wav,set9/0/drums/C_1882-26.wav,A+,B+,B+,B+,55184
89,ex202404,user3,set9/3/bass/X_1968-40.wav,set9/3/bass/C_1927-32.wav,set9/3/bass/Y_1968-7.wav,B+,B-,B-,B-,39814
90,ex202404,user3,set9/1/drums/X_1950-25.wav,set9/1/drums/A_1876-29.wav,set9/1/drums/B_2049-35.wav,A-,A-,A-,A-,31103
91,ex202404,user3,set9/3/bass/X_1968-40.wav,set9/3/bass/A_2054-50.wav,set9/3/bass/B_1981-31.wav,A-,NA,NA,A-,45575
92,ex202404,user3,set9/1/residuals/X_1950-39.wav,set9/1/residuals/A_1876-7.wav,set9/1/residuals/B_2049-25.wav,A-,NA,NA,A-,29439
93,ex202404,user3,set9/1/guitar/X_1950-20.wav,set9/1/guitar/A_1876-9.wav,set9/1/guitar/B_2049-20.wav,A-,NA,NA,A-,54047
94,ex202404,user3,set9/1/piano/X_1950-5.wav,set9/1/piano/A_1876-21.wav,set9/1/piano/B_2049-33.wav,NA,NA,A-,A-,56504
95,ex202404,user3,set9/3/drums/X_1968-27.wav,set9/3/drums/A_2054-16.wav,set9/3/drums/B_1981-42.wav,A-,A-,A-,A-,50764
96,ex202404,user3,set9/0/bass/X_1931-2.wav,set9/0/bass/A_1897-43.wav,set9/0/bass/B_2019-52.wav,NA,B-,B-,B-,46292
97,ex202404,user3,set9/1/drums/X_1950-25.wav,set9/1/drums/Y_1950-36.wav,set9/1/drums/C_2079-33.wav,A-,A+,A+,A+,32094
98,ex202404,user3,set9/0/piano/X_1931-42.wav,set9/0/piano/A_1897-45.wav,set9/0/piano/B_2019-16.wav,B-,NA,NA,B-,44078
99,ex202404,user3,set9/1/guitar/X_1950-20.wav,set9/1/guitar/Y_1950-39.wav,set9/1/guitar/C_2079-30.wav,A+,A+,A+,A+,27357
100,ex202404,user3,samples/dummyX2.wav,samples/dummyA2.wav,samples/dummyX2.wav,B+,B+,B+,B+,16678
101,ex202404,user3,set9/0/guitar/X_1931-3.wav,set9/0/guitar/A_1897-3.wav,set9/0/guitar/B_2019-17.wav,NA,A-,A-,A-,31580
102,ex202404,user3,samples/dummyX1.wav,samples/dummyX1.wav,samples/dummyB1.wav,A+,A+,A+,A+,16612
103,ex202404,user3,set9/1/bass/X_1950-6.wav,set9/1/bass/Y_1950-25.wav,set9/1/bass/C_2079-23.wav,A-,A+,A+,A+,29771
104,ex202404,user3,set9/2/residuals/X_1907-21.wav,set9/2/residuals/A_1986-7.wav,set9/2/residuals/B_1952-36.wav,B-,NA,NA,B-,44164
105,ex202404,user3,set9/0/piano/X_1931-42.wav,set9/0/piano/C_1882-53.wav,set9/0/piano/Y_1931-44.wav,B-,B+,B+,B+,23891
106,ex202404,user3,set9/2/drums/X_1907-32.wav,set9/2/drums/C_2082-5.wav,set9/2/drums/Y_1907-46.wav,B+,B+,B+,B+,22613
107,ex202404,user3,set9/3/residuals/X_1968-35.wav,set9/3/residuals/C_1927-27.wav,set9/3/residuals/Y_1968-30.wav,B+,B+,B+,B+,43355
108,ex202404,user3,set9/0/residuals/X_1931-8.wav,set9/0/residuals/A_1897-53.wav,set9/0/residuals/B_2019-53.wav,B-,NA,B-,B-,35323
109,ex202404,user3,set9/2/bass/X_1907-36.wav,set9/2/bass/A_1986-52.wav,set9/2/bass/B_1952-12.wav,B-,NA,NA,B-,51700
110,ex202404,user3,set9/2/guitar/X_1907-23.wav,set9/2/guitar/Y_1907-12.wav,set9/2/guitar/C_2082-4.wav,NA,A-,A-,A-,32859
111,ex202404,user3,set9/0/bass/X_1931-2.wav,set9/0/bass/Y_1931-43.wav,set9/0/bass/C_1882-2.wav,A+,NA,NA,A-,33243
112,ex202404,user3,set9/0/drums/X_1931-44.wav,set9/0/drums/A_1897-45.wav,set9/0/drums/B_2019-26.wav,B-,B-,B-,B-,27083
113,ex202404,user3,set9/2/drums/X_1907-32.wav,set9/2/drums/A_1986-15.wav,set9/2/drums/B_1952-24.wav,B-,B+,B+,B+,27546
114,ex202404,user3,set9/0/residuals/X_1931-8.wav,set9/0/residuals/Y_1931-22.wav,set9/0/residuals/C_1882-13.wav,A+,A+,A+,A+,27697
115,ex202404,user3,set9/2/bass/X_1907-36.wav,set9/2/bass/C_2082-34.wav,set9/2/bass/Y_1907-15.wav,B-,B+,B-,B-,47473
116,ex202404,user3,set9/3/guitar/X_1968-46.wav,set9/3/guitar/Y_1968-54.wav,set9/3/guitar/C_1927-20.wav,A+,A+,A+,A+,27233
117,ex202404,user3,set9/2/residuals/X_1907-21.wav,set9/2/residuals/C_2082-9.wav,set9/2/residuals/Y_1907-34.wav,B+,B+,B+,B+,27353
118,ex202404,user3,set9/2/piano/X_1907-29.wav,set9/2/piano/A_1986-7.wav,set9/2/piano/B_1952-31.wav,B+,B-,B-,B-,32471
119,ex202404,user3,set9/1/piano/X_1950-5.wav,set9/1/piano/C_2079-7.wav,set9/1/piano/Y_1950-4.wav,B+,B+,B-,B+,24248
120,ex202404,user3,set9/3/drums/X_1968-27.wav,set9/3/drums/C_1927-23.wav,set9/3/drums/Y_1968-41.wav,B+,B-,B+,B+,27733
121,ex202404,user3,set9/3/piano/X_1968-25.wav,set9/3/piano/Y_1968-42.wav,set9/3/piano/C_1927-12.wav,A+,A-,A-,A-,30680
122,ex202404,user3,set9/3/guitar/X_1968-46.wav,set9/3/guitar/A_2054-24.wav,set9/3/guitar/B_1981-30.wav,B-,NA,NA,B-,53983
123,ex202404,user3,set9/0/guitar/X_1931-3.wav,set9/0/guitar/C_1882-9.wav,set9/0/guitar/Y_1931-16.wav,B+,B-,NA,B-,23752
124,ex202404,user4,set15/2/drums/X_1882-42.wav,set15/2/drums/A_1990-53.wav,set15/2/drums/B_1897-47.wav,A-,A-,A-,A-,29911
125,ex202404,user4,set15/2/bass/X_1882-39.wav,set15/2/bass/C_2032-42.wav,set15/2/bass/Y_1882-19.wav,B-,A-,A-,A-,16740
126,ex202404,user4,set15/2/guitar/X_1882-9.wav,set15/2/guitar/A_1990-13.wav,set15/2/guitar/B_1897-25.wav,A-,A-,A-,A-,17398
127,ex202404,user4,set15/0/drums/X_1925-27.wav,set15/0/drums/Y_1925-3.wav,set15/0/drums/C_2054-15.wav,A+,A+,A-,A+,18618
128,ex202404,user4,set15/0/piano/X_1925-16.wav,set15/0/piano/A_1986-32.wav,set15/0/piano/B_1898-5.wav,B-,A-,A-,A-,18588
129,ex202404,user4,set15/2/piano/X_1882-24.wav,set15/2/piano/Y_1882-53.wav,set15/2/piano/C_2032-21.wav,A+,A+,A+,A+,20323
130,ex202404,user4,set15/0/bass/X_1925-31.wav,set15/0/bass/A_1986-8.wav,set15/0/bass/B_1898-29.wav,A-,A-,B-,A-,24105
131,ex202404,user4,set15/2/residuals/X_1882-2.wav,set15/2/residuals/Y_1882-27.wav,set15/2/residuals/C_2032-2.wav,A-,A-,A+,A-,22271
132,ex202404,user4,set15/0/piano/X_1925-16.wav,set15/0/piano/C_2054-32.wav,set15/0/piano/Y_1925-26.wav,B+,B+,B+,B+,17655
133,ex202404,user4,set15/3/piano/X_2016-39.wav,set15/3/piano/Y_2016-19.wav,set15/3/piano/C_2054-40.wav,A-,B-,A-,A-,22658
134,ex202404,user4,set15/3/guitar/X_2016-45.wav,set15/3/guitar/C_2054-55.wav,set15/3/guitar/Y_2016-10.wav,B-,A-,A-,A-,22468
135,ex202404,user4,set15/0/guitar/X_1925-2.wav,set15/0/guitar/A_1986-54.wav,set15/0/guitar/B_1898-35.wav,B-,B-,B-,B-,20546
136,ex202404,user4,set15/3/guitar/X_2016-45.wav,set15/3/guitar/A_1990-76.wav,set15/3/guitar/B_2030-62.wav,B-,A-,B-,B-,19091
137,ex202404,user4,samples/dummyX2.wav,samples/dummyA2.wav,samples/dummyX2.wav,B+,B+,B+,B+,19098
138,ex202404,user4,set15/1/bass/X_1977-11.wav,set15/1/bass/A_1902-32.wav,set15/1/bass/B_2050-2.wav,B-,B-,B-,B-,71890
139,ex202404,user4,set15/0/guitar/X_1925-2.wav,set15/0/guitar/Y_1925-9.wav,set15/0/guitar/C_2054-40.wav,A+,A+,A-,A+,19009
140,ex202404,user4,set15/2/piano/X_1882-24.wav,set15/2/piano/A_1990-34.wav,set15/2/piano/B_1897-26.wav,A-,A-,A-,A-,17965
141,ex202404,user4,set15/3/bass/X_2016-49.wav,set15/3/bass/Y_2016-8.wav,set15/3/bass/C_2054-63.wav,A+,A-,A-,A-,23051
142,ex202404,user4,set15/1/residuals/X_1977-40.wav,set15/1/residuals/A_1902-37.wav,set15/1/residuals/B_2050-39.wav,A-,A-,A-,A-,36832
143,ex202404,user4,set15/3/residuals/X_2016-29.wav,set15/3/residuals/A_1990-42.wav,set15/3/residuals/B_2030-57.wav,A-,B-,B-,B-,96472
144,ex202404,user4,set15/0/bass/X_1925-31.wav,set15/0/bass/Y_1925-9.wav,set15/0/bass/C_2054-21.wav,A+,A-,A+,A+,18956
145,ex202404,user4,set15/1/piano/X_1977-30.wav,set15/1/piano/A_1902-7.wav,set15/1/piano/B_2050-5.wav,B-,B-,B-,B-,17830
146,ex202404,user4,set15/2/guitar/X_1882-9.wav,set15/2/guitar/C_2032-14.wav,set15/2/guitar/Y_1882-11.wav,B+,B+,B+,B+,17672
147,ex202404,user4,set15/0/residuals/X_1925-6.wav,set15/0/residuals/C_2054-39.wav,set15/0/residuals/Y_1925-25.wav,B+,B+,B+,B+,16866
148,ex202404,user4,set15/2/drums/X_1882-42.wav,set15/2/drums/C_2032-43.wav,set15/2/drums/Y_1882-12.wav,A+,A+,A-,A+,17221
149,ex202404,user4,set15/0/drums/X_1925-27.wav,set15/0/drums/A_1986-49.wav,set15/0/drums/B_1898-18.wav,A-,B-,B-,B-,15588
150,ex202404,user4,set15/1/piano/X_1977-30.wav,set15/1/piano/Y_1977-38.wav,set15/1/piano/C_1965-17.wav,A+,B-,B-,B-,16207
151,ex202404,user4,set15/1/bass/X_1977-11.wav,set15/1/bass/C_1965-13.wav,set15/1/bass/Y_1977-39.wav,A-,A-,B-,A-,20153
152,ex202404,user4,set15/1/residuals/X_1977-40.wav,set15/1/residuals/C_1965-10.wav,set15/1/residuals/Y_1977-23.wav,B-,B-,B-,B-,18035
153,ex202404,user4,set15/1/guitar/X_1977-31.wav,set15/1/guitar/A_1902-15.wav,set15/1/guitar/B_2050-22.wav,B-,B-,B-,B-,21564
154,ex202404,user4,set15/3/piano/X_2016-39.wav,set15/3/piano/A_1990-28.wav,set15/3/piano/B_2030-4.wav,B-,B-,A-,B-,28615
155,ex202404,user4,set15/2/residuals/X_1882-2.wav,set15/2/residuals/A_1990-16.wav,set15/2/residuals/B_1897-43.wav,A-,B-,A-,A-,18010
156,ex202404,user4,set15/3/bass/X_2016-49.wav,set15/3/bass/A_1990-15.wav,set15/3/bass/B_2030-32.wav,B-,A+,A+,A-,19408
157,ex202404,user4,set15/2/bass/X_1882-39.wav,set15/2/bass/A_1990-12.wav,set15/2/bass/B_1897-27.wav,A-,A-,A-,A-,18938
158,ex202404,user4,set15/1/drums/X_1977-40.wav,set15/1/drums/C_1965-29.wav,set15/1/drums/Y_1977-32.wav,B-,A-,A-,A-,17495
159,ex202404,user4,set15/3/drums/X_2016-15.wav,set15/3/drums/C_2054-62.wav,set15/3/drums/Y_2016-10.wav,B+,B+,B+,B+,33092
160,ex202404,user4,set15/0/residuals/X_1925-6.wav,set15/0/residuals/A_1986-7.wav,set15/0/residuals/B_1898-31.wav,B-,A-,A-,A-,24914
161,ex202404,user4,set15/3/residuals/X_2016-29.wav,set15/3/residuals/C_2054-48.wav,set15/3/residuals/Y_2016-6.wav,B+,B+,B+,B+,17424
162,ex202404,user4,set15/1/drums/X_1977-40.wav,set15/1/drums/A_1902-48.wav,set15/1/drums/B_2050-43.wav,A-,B-,B-,B-,17188
163,ex202404,user4,set15/1/guitar/X_1977-31.wav,set15/1/guitar/Y_1977-4.wav,set15/1/guitar/C_1965-24.wav,A+,A+,A+,A+,15624
164,ex202404,user5,set8/0/guitar/X_2044-30.wav,set8/0/guitar/A_1978-12.wav,set8/0/guitar/B_2079-6.wav,A+,A-,A+,A+,62052
165,ex202404,user5,set8/1/drums/X_1987-19.wav,set8/1/drums/Y_1987-46.wav,set8/1/drums/C_1974-30.wav,A+,A+,A+,A+,2437790
166,ex202404,user5,set8/0/piano/X_2044-13.wav,set8/0/piano/A_1978-52.wav,set8/0/piano/B_2079-15.wav,B-,B-,A+,A-,44030
167,ex202404,user5,set8/3/bass/X_2074-7.wav,set8/3/bass/C_2000-8.wav,set8/3/bass/Y_2074-6.wav,B+,B+,B+,B+,45271
168,ex202404,user5,set8/0/drums/X_2044-5.wav,set8/0/drums/Y_2044-29.wav,set8/0/drums/C_1895-17.wav,A+,A+,A+,A+,30596
169,ex202404,user5,samples/dummyX1.wav,samples/dummyX1.wav,samples/dummyB1.wav,A+,A+,A+,A+,33173
170,ex202404,user5,set8/2/residuals/X_1929-28.wav,set8/2/residuals/C_1920-21.wav,set8/2/residuals/Y_1929-31.wav,B+,B+,B+,B+,60108
171,ex202404,user5,set8/3/residuals/X_2074-55.wav,set8/3/residuals/Y_2074-7.wav,set8/3/residuals/C_2000-36.wav,B-,B-,B-,B-,117851
172,ex202404,user5,set8/1/drums/X_1987-19.wav,set8/1/drums/A_1993-33.wav,set8/1/drums/B_1876-49.wav,B-,B-,NA,B-,71778
